gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,NumPremiumServices,AutoPayment,PaperLessAuto,ServiceBundle,SpendToTenureRatio,ValueRetentionScore,SeniorWithDependents,PartnerNoDependents,HighValueNew,ContracEndingRisk,SpendvsPeer,PricePerService,ServiceUtilizationRate,RiskFactorCount,TenureGroup_SpendInteraction,ContractRiskScore,SpendIncreaseRecently,CustomerSegment,Churn
0,0.0,1,1,69.0,1,2,1,2,2,2,2,2,2,2,1,113.25,7895.15,6.0,1.0,0.0,2,1.6413044,69.10416,0.0,0.0,0.0,0.0,1.2377032,18.875,1.0,0.0,78.1425,0.0,0.0,3,0
0,0.0,0,0,52.0,1,0,2,1,1,1,1,1,1,1,3,20.65,1022.95,0.0,0.0,0.0,3,0.39711538,47.249424,0.0,0.0,0.0,0.0,0.979639,20.65,0.0,1.0,10.738,0.0,1.0,1,0
1,0.0,0,1,71.0,1,2,1,2,0,2,0,2,2,2,0,106.7,7382.25,4.0,1.0,0.0,2,1.5028169,68.54457,0.0,0.0,0.0,0.0,1.1661186,26.675,0.6666667,0.0,75.757,0.0,1.0,3,0
0,0.0,1,1,10.0,1,0,0,0,0,2,2,0,0,0,1,55.2,528.35,2.0,1.0,0.0,0,5.52,9.401245,0.0,0.0,0.0,0.0,0.8570644,27.6,0.33333334,2.0,5.52,2.0,1.0,3,1
0,0.0,0,0,21.0,1,0,1,0,2,2,0,0,2,0,2,90.05,1862.9,3.0,0.0,0.0,2,4.2880955,20.460186,0.0,0.0,0.0,0.0,0.9841516,30.016666,0.5,3.0,18.9105,3.0,1.0,3,0
1,1.0,0,0,1.0,0,1,0,0,0,2,0,0,2,0,2,39.65,39.65,2.0,0.0,0.0,1,39.65,0.97539973,0.0,0.0,0.0,0.0,0.9434054,19.825,0.33333334,4.0,0.3965,3.0,0.0,2,1
1,0.0,1,0,12.0,1,0,2,1,1,1,1,1,1,1,0,19.8,202.25,0.0,1.0,0.0,3,1.65,9.723557,0.0,1.0,0.0,0.0,0.93931484,19.8,0.0,1.0,2.376,0.0,1.0,3,0
1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,3,20.15,20.15,0.0,0.0,0.0,3,20.15,0.9527187,0.0,0.0,0.0,0.0,0.9559189,20.15,0.0,3.0,0.2015,2.0,0.0,3,1
0,0.0,1,0,58.0,1,2,0,0,2,0,2,0,0,2,1,59.9,3505.1,2.0,1.0,1.0,0,1.0327586,57.555008,0.0,1.0,0.0,0.0,0.9300391,29.95,0.33333334,1.0,34.742,1.0,0.0,3,0
1,0.0,1,1,49.0,1,0,0,2,2,0,2,0,0,0,1,59.6,2970.3,3.0,1.0,0.0,0,1.2163265,49.01485,0.0,0.0,0.0,0.0,0.9253811,19.866667,0.5,1.0,29.204,2.0,0.0,3,0
0,0.0,0,0,30.0,1,0,0,2,2,0,0,0,0,0,0,55.3,1530.6,2.0,1.0,1.0,0,1.8433334,27.1865,0.0,0.0,0.0,0.0,0.85861707,27.65,0.33333334,2.0,16.59,3.0,1.0,3,0
1,0.0,1,1,47.0,1,2,1,0,2,0,0,2,2,0,2,99.35,4749.15,3.0,0.0,0.0,2,2.1138299,47.32586,0.0,0.0,0.0,0.0,1.0857909,33.116665,0.5,3.0,46.6945,3.0,0.0,3,1
1,0.0,1,1,1.0,0,1,0,0,2,0,0,0,0,0,2,30.2,30.2,1.0,0.0,0.0,1,30.2,0.96794873,0.0,0.0,0.0,0.0,0.71855843,30.2,0.16666667,3.0,0.302,2.0,0.0,3,1
1,0.0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,90.25,6369.45,6.0,1.0,1.0,0,1.2534722,69.80219,0.0,1.0,0.0,0.0,1.4012693,15.041667,1.0,1.0,64.98,1.0,1.0,3,0
0,0.0,0,1,17.0,1,0,0,0,0,0,0,2,2,0,3,64.7,1093.1,2.0,0.0,0.0,0,3.8058825,16.637747,0.0,0.0,0.0,0.0,1.0045664,32.35,0.33333334,2.0,10.999,3.0,1.0,3,1
0,1.0,1,0,71.0,1,2,1,2,2,2,2,0,0,2,1,96.35,6766.95,4.0,1.0,1.0,2,1.3570423,69.51156,0.0,1.0,0.0,0.0,1.053004,24.0875,0.6666667,1.0,68.4085,1.0,1.0,3,0
1,1.0,1,0,2.0,1,0,1,0,0,2,0,2,2,0,1,95.5,181.65,3.0,1.0,1.0,2,47.75,1.8823835,0.0,1.0,1.0,0.0,1.0437144,31.833334,0.5,3.0,1.91,3.0,1.0,0,0
0,0.0,1,1,27.0,1,0,0,2,2,2,2,0,0,1,3,66.15,1874.45,4.0,0.0,0.0,0,2.45,27.914371,0.0,0.0,0.0,0.0,1.0270799,16.5375,0.6666667,0.0,17.8605,0.0,0.0,3,0
1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,20.2,20.2,0.0,1.0,0.0,3,20.2,0.9528302,0.0,0.0,0.0,0.0,0.95829093,20.2,0.0,3.0,0.202,2.0,0.0,3,0
1,1.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0.0,1.0,0.0,0,45.25,0.97837836,0.0,0.0,0.0,0.0,0.70257545,45.25,0.0,3.0,0.4525,2.0,0.0,2,0
0,0.0,1,1,72.0,1,2,1,2,2,0,2,2,0,2,0,99.9,7251.7,4.0,1.0,0.0,2,1.3875,71.87017,0.0,0.0,0.0,0.0,1.0918018,24.975,0.6666667,0.0,71.928,0.0,0.0,3,0
1,0.0,0,0,5.0,1,0,1,0,0,0,0,0,0,0,2,69.7,316.9,0.0,0.0,0.0,2,13.94,4.48232,0.0,0.0,0.0,0.0,0.76174754,69.7,0.0,5.0,3.485,3.0,1.0,3,1
0,0.0,0,0,46.0,1,0,1,0,0,2,0,0,0,0,1,74.8,3548.3,1.0,1.0,1.0,2,1.626087,46.811344,0.0,0.0,0.0,0.0,0.8174852,74.8,0.16666667,2.0,34.408,3.0,0.0,1,0
1,0.0,0,0,34.0,1,2,1,0,2,2,0,2,2,0,2,106.35,3549.25,4.0,0.0,0.0,2,3.1279411,33.062412,0.0,0.0,0.0,0.0,1.1622934,26.5875,0.6666667,3.0,36.159,3.0,1.0,3,1
0,0.0,0,0,11.0,1,2,1,0,0,2,0,2,2,0,0,97.85,1105.4,3.0,1.0,1.0,2,8.895454,11.1826,0.0,0.0,0.0,0.0,1.0693974,32.616665,0.5,3.0,10.7635,3.0,0.0,0,1
1,0.0,1,1,10.0,1,0,0,0,2,0,0,0,0,1,3,49.55,475.7,1.0,0.0,0.0,0,4.955,9.410484,0.0,0.0,0.0,0.0,0.7693395,49.55,0.16666667,1.0,4.955,0.0,1.0,3,0
0,0.0,1,1,70.0,1,2,0,2,2,0,0,2,0,2,1,69.2,4872.35,3.0,1.0,1.0,0,0.9885714,69.40669,0.0,0.0,0.0,0.0,1.0744358,23.066668,0.5,1.0,48.44,1.0,0.0,3,0
0,0.0,1,1,17.0,1,0,2,1,1,1,1,1,1,1,3,20.75,418.25,0.0,0.0,0.0,3,1.2205882,19.229885,0.0,0.0,0.0,0.0,0.984383,20.75,0.0,1.0,3.5275,0.0,0.0,3,0
0,0.0,0,0,63.0,1,2,0,2,2,2,2,2,0,2,1,79.85,4861.45,5.0,1.0,1.0,0,1.2674603,60.129253,0.0,0.0,0.0,0.0,1.2397934,15.97,0.8333333,1.0,50.3055,1.0,1.0,3,0
0,0.0,1,0,13.0,1,2,0,2,2,0,2,2,0,0,2,76.2,981.45,4.0,0.0,0.0,0,5.8615384,12.713083,0.0,1.0,0.0,0.0,1.1831216,19.05,0.6666667,3.0,9.906,3.0,1.0,3,0
0,0.0,0,0,49.0,1,2,1,0,0,0,0,0,2,0,2,84.5,3906.7,1.0,0.0,0.0,2,1.7244898,45.692398,0.0,0.0,0.0,0.0,0.92349595,84.5,0.16666667,3.0,41.405,3.0,1.0,1,0
1,0.0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,3,49.25,97.0,1.0,0.0,0.0,0,24.625,1.9303483,0.0,0.0,0.0,0.0,0.7646816,49.25,0.16666667,2.0,0.985,2.0,1.0,3,0
0,0.0,0,0,2.0,1,0,1,0,0,0,0,2,0,0,2,80.65,144.15,1.0,0.0,0.0,2,40.325,1.7654624,0.0,0.0,0.0,0.0,0.88141954,80.65,0.16666667,4.0,1.613,3.0,1.0,0,1
1,0.0,0,0,52.0,1,2,0,2,0,0,2,2,2,2,1,79.75,4217.8,4.0,1.0,1.0,0,1.5336539,52.23282,0.0,0.0,0.0,0.0,1.2382407,19.9375,0.6666667,1.0,41.47,1.0,0.0,3,0
0,0.0,1,1,69.0,1,2,0,2,0,2,2,0,0,2,1,64.15,4254.1,3.0,1.0,1.0,0,0.92971015,65.297005,0.0,0.0,0.0,0.0,0.9960269,21.383333,0.5,1.0,44.2635,1.0,1.0,3,0
0,1.0,0,0,43.0,1,2,1,0,2,0,0,2,0,0,2,90.25,3838.75,2.0,0.0,0.0,2,2.0988371,42.068493,0.0,0.0,0.0,0.0,0.9863374,45.125,0.33333334,3.0,38.8075,3.0,1.0,2,0
0,0.0,0,0,15.0,1,0,1,2,2,0,0,2,2,0,1,99.1,1426.4,4.0,1.0,1.0,2,6.6066666,14.24975,0.0,0.0,0.0,0.0,1.0830586,24.775,0.6666667,2.0,14.865,3.0,1.0,3,1
0,1.0,1,0,25.0,1,2,0,2,0,0,2,2,0,0,1,69.5,1752.65,3.0,1.0,1.0,0,2.78,24.860283,0.0,1.0,0.0,0.0,1.0790938,23.166666,0.5,2.0,17.375,3.0,0.0,2,0
0,1.0,1,0,8.0,1,2,1,0,2,0,0,0,0,0,1,80.65,633.3,1.0,1.0,1.0,2,10.08125,7.7562766,0.0,1.0,0.0,0.0,0.88141954,80.65,0.16666667,3.0,6.452,3.0,1.0,0,1
0,1.0,1,1,60.0,1,0,0,2,2,2,2,0,2,1,1,74.85,4456.35,5.0,1.0,1.0,0,1.2475,58.752144,1.0,0.0,0.0,0.0,1.1621608,14.97,0.8333333,1.0,44.91,1.0,1.0,3,0
1,1.0,0,0,18.0,1,2,1,0,0,0,0,2,2,0,2,95.45,1752.55,2.0,0.0,0.0,2,5.302778,18.170555,0.0,0.0,0.0,0.0,1.043168,47.725,0.33333334,3.0,17.181,3.0,0.0,2,1
0,0.0,1,1,63.0,1,2,1,2,0,0,0,2,2,1,1,99.65,6311.2,3.0,1.0,1.0,2,1.581746,62.704422,0.0,0.0,0.0,0.0,1.0890695,33.216667,0.5,1.0,62.7795,1.0,0.0,3,0
1,1.0,1,1,66.0,1,2,1,0,2,2,2,2,2,1,2,108.45,7076.35,5.0,0.0,0.0,2,1.6431818,64.653725,1.0,0.0,0.0,0.0,1.1852442,21.69,0.8333333,2.0,71.577,1.0,1.0,3,0
0,0.0,1,1,34.0,1,2,2,1,1,1,1,1,1,2,1,24.95,894.3,0.0,1.0,0.0,3,0.73382354,34.46243,0.0,0.0,0.0,0.0,1.1836315,24.95,0.0,1.0,8.483,0.0,0.0,1,0
0,0.0,0,0,72.0,1,2,1,0,0,2,2,2,2,2,1,107.5,7853.7,4.0,1.0,1.0,2,1.4930556,72.38433,0.0,0.0,0.0,0.0,1.1748617,26.875,0.6666667,1.0,77.4,1.0,0.0,3,0
0,0.0,1,0,47.0,1,2,1,0,0,2,0,2,2,0,2,100.5,4707.1,3.0,0.0,0.0,2,2.1382978,46.37537,0.0,1.0,0.0,0.0,1.0983591,33.5,0.5,3.0,47.235,3.0,1.0,3,0
1,0.0,0,0,60.0,1,2,1,0,2,0,0,2,0,0,0,89.9,5450.7,2.0,1.0,1.0,2,1.4983333,59.963696,0.0,0.0,0.0,0.0,0.9825123,44.95,0.33333334,2.0,53.94,3.0,0.0,3,0
1,0.0,1,0,72.0,0,1,0,2,2,2,0,0,0,2,0,42.1,2962.0,3.0,1.0,0.0,1,0.5847222,68.7239,0.0,1.0,0.0,0.0,1.001699,14.033334,0.5,0.0,30.312,0.0,1.0,3,0
0,0.0,1,1,18.0,1,0,0,0,0,2,2,0,0,1,1,54.4,957.1,2.0,1.0,1.0,0,3.0222223,17.276173,0.0,0.0,0.0,0.0,0.8446432,27.2,0.33333334,1.0,9.792,1.0,1.0,3,0
0,0.0,0,0,9.0,1,2,1,0,0,0,0,2,2,0,2,94.4,857.25,2.0,0.0,0.0,2,10.488889,8.985849,0.0,0.0,0.0,0.0,1.0316925,47.2,0.33333334,3.0,8.496,2.0,0.0,0,1
0,0.0,0,0,3.0,1,0,0,0,2,0,2,2,2,0,2,75.3,244.1,4.0,0.0,0.0,0,25.1,3.1992137,0.0,0.0,0.0,0.0,1.1691476,18.825,0.6666667,4.0,2.259,3.0,0.0,0,0
1,0.0,1,0,47.0,1,2,1,0,2,0,0,0,0,1,2,78.9,3650.35,1.0,0.0,0.0,2,1.6787235,45.68648,0.0,1.0,0.0,0.0,0.86229384,78.9,0.16666667,2.0,37.083,1.0,1.0,1,0
0,0.0,0,0,31.0,1,0,0,0,2,2,2,2,2,2,3,79.2,2497.2,5.0,0.0,0.0,0,2.5548387,31.137157,0.0,0.0,0.0,0.0,1.2297012,15.84,0.8333333,0.0,24.552,0.0,0.0,3,0
0,0.0,1,1,50.0,1,0,2,1,1,1,1,1,1,2,0,20.15,930.9,0.0,1.0,0.0,3,0.403,44.014183,0.0,0.0,0.0,0.0,0.9559189,20.15,0.0,1.0,10.075,0.0,1.0,1,0
1,0.0,0,0,10.0,1,0,1,2,0,2,0,0,0,0,3,79.85,887.35,2.0,0.0,0.0,2,7.985,10.975263,0.0,0.0,0.0,0.0,0.8726764,39.925,0.33333334,3.0,7.985,3.0,0.0,0,0
1,0.0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,3,49.05,49.05,1.0,0.0,0.0,0,49.05,0.98002,0.0,0.0,0.0,0.0,0.76157624,49.05,0.16666667,2.0,0.4905,2.0,0.0,3,0
0,0.0,1,1,52.0,1,0,2,1,1,1,1,1,1,1,2,20.4,1090.65,0.0,0.0,0.0,3,0.3923077,50.964954,0.0,0.0,0.0,0.0,0.9677789,20.4,0.0,3.0,10.608,1.0,0.0,1,0
1,1.0,1,1,64.0,1,2,1,2,0,2,2,2,2,2,0,111.6,7099.0,5.0,1.0,1.0,2,1.74375,63.04618,1.0,0.0,0.0,0.0,1.2196704,22.32,0.8333333,1.0,71.424,1.0,1.0,3,0
1,0.0,1,1,62.0,1,2,2,1,1,1,1,1,1,2,0,24.25,1424.6,0.0,1.0,1.0,3,0.39112905,56.419804,0.0,0.0,0.0,0.0,1.1504235,24.25,0.0,2.0,15.035,1.0,1.0,1,0
0,0.0,0,1,3.0,1,0,0,2,0,0,2,0,2,0,0,64.5,177.4,3.0,1.0,1.0,0,21.5,2.708397,0.0,0.0,0.0,0.0,1.0014611,21.5,0.5,3.0,1.935,3.0,1.0,3,0
0,1.0,0,0,56.0,1,2,1,2,2,2,0,2,2,1,2,110.5,6139.5,5.0,0.0,0.0,2,1.9732143,55.06278,0.0,0.0,0.0,0.0,1.2076485,22.1,0.8333333,1.0,61.88,0.0,1.0,3,0
0,0.0,0,0,46.0,1,0,0,0,0,0,0,0,2,1,1,55.65,2688.85,1.0,1.0,0.0,0,1.2097826,47.464252,0.0,0.0,0.0,0.0,0.86405134,55.65,0.16666667,0.0,25.599,0.0,0.0,1,0
0,0.0,1,1,8.0,1,0,0,2,2,0,0,0,0,0,3,54.65,482.25,2.0,0.0,0.0,0,6.83125,8.665769,0.0,0.0,0.0,0.0,0.8485248,27.325,0.33333334,2.0,4.372,2.0,0.0,3,0
1,1.0,0,0,30.0,1,0,0,2,2,0,0,2,2,0,2,74.75,2111.3,4.0,0.0,0.0,0,2.4916666,27.871946,0.0,0.0,0.0,0.0,1.160608,18.6875,0.6666667,3.0,22.425,3.0,1.0,2,0
0,0.0,1,1,45.0,1,2,2,1,1,1,1,1,1,1,1,25.9,1216.6,0.0,1.0,1.0,3,0.57555556,45.226765,0.0,0.0,0.0,0.0,1.2286997,25.9,0.0,2.0,11.655,1.0,0.0,1,0
0,0.0,0,1,1.0,1,0,1,0,0,0,0,2,0,0,2,79.35,79.35,1.0,0.0,0.0,2,79.35,0.98755443,0.0,0.0,0.0,0.0,0.8672119,79.35,0.16666667,4.0,0.7935,3.0,0.0,0,1
0,0.0,1,1,11.0,0,1,0,2,0,0,0,2,2,0,2,50.55,565.35,3.0,0.0,0.0,1,4.5954547,10.967022,0.0,0.0,0.0,0.0,1.2027526,16.85,0.5,3.0,5.5605,2.0,0.0,3,0
0,0.0,1,0,7.0,1,0,1,0,0,2,0,0,0,0,0,75.15,496.9,1.0,1.0,1.0,2,10.735714,6.525279,0.0,1.0,0.0,0.0,0.82131034,75.15,0.16666667,3.0,5.2605,3.0,1.0,0,1
0,0.0,0,0,42.0,1,0,1,0,2,2,2,2,2,0,0,103.8,4327.5,5.0,1.0,1.0,2,2.4714286,41.29294,0.0,0.0,0.0,0.0,1.1344247,20.76,0.8333333,2.0,43.596,3.0,1.0,3,0
0,0.0,1,0,49.0,1,0,2,1,1,1,1,1,1,2,0,20.15,973.35,0.0,1.0,1.0,3,0.41122448,46.02128,0.0,1.0,0.0,0.0,0.9559189,20.15,0.0,2.0,9.8735,1.0,1.0,1,0
1,0.0,0,0,9.0,1,2,1,0,2,0,0,2,2,0,1,99.3,918.75,3.0,1.0,1.0,2,11.033334,9.16002,0.0,0.0,0.0,0.0,1.0852444,33.1,0.5,3.0,8.937,3.0,0.0,0,0
0,0.0,1,0,35.0,1,0,0,2,0,0,0,2,0,1,0,62.15,2215.45,2.0,1.0,1.0,0,1.7757143,35.082344,0.0,1.0,0.0,0.0,0.9649738,31.075,0.33333334,1.0,21.7525,1.0,0.0,3,0
0,0.0,1,1,48.0,1,0,2,1,1,1,1,1,1,2,0,20.65,1057.0,0.0,1.0,0.0,3,0.43020833,48.82217,0.0,0.0,0.0,0.0,0.979639,20.65,0.0,1.0,9.912,0.0,0.0,1,0
0,0.0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,3,19.95,927.1,0.0,0.0,0.0,3,0.43369564,44.252983,0.0,0.0,0.0,0.0,0.94643086,19.95,0.0,2.0,9.177,1.0,0.0,1,0
1,0.0,1,0,29.0,0,1,0,0,0,0,0,2,0,0,3,33.75,1009.25,1.0,0.0,0.0,1,1.1637931,29.043165,0.0,1.0,0.0,0.0,0.80302477,33.75,0.16666667,1.0,9.7875,2.0,0.0,1,0
1,0.0,1,1,30.0,1,0,1,0,2,2,0,0,0,0,0,82.05,2570.2,2.0,1.0,0.0,2,2.735,30.947622,0.0,0.0,0.0,0.0,0.89672005,41.025,0.33333334,1.0,24.615,2.0,0.0,3,0
1,1.0,0,0,1.0,1,0,1,0,0,0,2,0,0,0,2,74.7,74.7,1.0,0.0,0.0,2,74.7,0.98678994,0.0,0.0,0.0,0.0,0.8163923,74.7,0.16666667,3.0,0.747,2.0,0.0,0,0
1,0.0,1,1,66.0,1,2,0,2,0,2,2,2,2,2,3,84.0,5714.25,5.0,0.0,0.0,0,1.2727273,67.22647,0.0,0.0,0.0,0.0,1.3042284,16.8,0.8333333,1.0,55.44,1.0,0.0,3,0
0,0.0,0,0,65.0,1,2,1,2,2,2,0,2,2,0,1,111.05,7107.0,5.0,1.0,1.0,2,1.7084615,63.42704,0.0,0.0,0.0,0.0,1.2136595,22.21,0.8333333,2.0,72.1825,3.0,1.0,3,0
1,0.0,0,0,72.0,1,2,1,0,2,2,0,2,2,2,0,100.9,7459.05,4.0,1.0,1.0,2,1.4013889,73.19971,0.0,0.0,0.0,0.0,1.1027306,25.225,0.6666667,1.0,72.648,1.0,0.0,3,0
0,0.0,0,0,12.0,1,2,1,2,0,0,0,0,0,0,2,78.95,927.35,1.0,0.0,0.0,2,6.579167,11.599125,0.0,0.0,0.0,0.0,0.8628403,78.95,0.16666667,3.0,9.474,3.0,1.0,3,1
1,0.0,1,1,71.0,1,2,0,2,2,0,2,0,0,1,1,66.85,4748.7,3.0,1.0,1.0,0,0.9415493,69.98821,0.0,0.0,0.0,0.0,1.0379485,22.283333,0.5,1.0,47.4635,1.0,0.0,3,0
1,0.0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,3,21.05,113.85,0.0,0.0,0.0,3,4.21,5.163265,0.0,0.0,0.0,0.0,0.998615,21.05,0.0,3.0,1.0525,2.0,0.0,3,1
1,0.0,0,0,52.0,1,0,2,1,1,1,1,1,1,2,0,21.0,1107.2,0.0,1.0,0.0,3,0.40384614,50.327274,0.0,0.0,0.0,0.0,0.996243,21.0,0.0,1.0,10.92,0.0,0.0,1,0
0,1.0,1,0,25.0,1,0,1,0,2,2,0,2,2,0,2,98.5,2514.5,4.0,0.0,0.0,2,3.94,25.271357,0.0,1.0,0.0,0.0,1.0765013,24.625,0.6666667,3.0,24.625,3.0,0.0,2,1
1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,3,20.2,20.2,0.0,0.0,0.0,3,20.2,0.9528302,0.0,0.0,0.0,0.0,0.95829093,20.2,0.0,3.0,0.202,2.0,0.0,3,0
0,0.0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,2,19.45,19.45,0.0,0.0,0.0,3,19.45,0.95110023,0.0,0.0,0.0,0.0,0.9227108,19.45,0.0,4.0,0.1945,2.0,0.0,3,0
1,0.0,0,0,38.0,1,2,1,0,0,2,2,2,0,1,0,95.0,3605.6,3.0,1.0,0.0,2,2.5,37.558334,0.0,0.0,0.0,0.0,1.0382499,31.666666,0.5,0.0,36.1,0.0,1.0,3,0
0,1.0,1,0,66.0,0,1,0,0,2,2,0,2,0,1,0,45.55,3027.25,3.0,1.0,0.0,1,0.6901515,65.03223,0.0,1.0,0.0,0.0,1.083786,15.183333,0.5,0.0,30.063,0.0,0.0,3,0
1,0.0,1,0,68.0,1,2,1,0,2,2,2,2,2,2,0,110.0,7611.85,5.0,1.0,1.0,2,1.617647,68.575226,0.0,1.0,0.0,0.0,1.2021841,22.0,0.8333333,1.0,74.8,1.0,0.0,3,1
1,0.0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,3,24.3,100.2,0.0,0.0,0.0,1,4.86,3.9604743,0.0,0.0,0.0,0.0,0.5781778,24.3,0.0,3.0,1.215,2.0,1.0,3,0
0,0.0,1,1,72.0,1,2,1,2,2,0,0,2,2,1,2,104.15,7303.05,4.0,0.0,0.0,2,1.4465277,69.453636,0.0,0.0,0.0,0.0,1.1382498,26.0375,0.6666667,2.0,74.988,1.0,1.0,3,0
0,0.0,0,0,32.0,0,1,0,2,0,0,0,0,0,1,3,30.15,927.65,1.0,0.0,0.0,1,0.9421875,29.780096,0.0,0.0,0.0,0.0,0.7173688,30.15,0.16666667,0.0,9.648,0.0,1.0,1,0
1,0.0,0,0,43.0,1,2,1,0,0,0,0,2,2,1,3,94.35,3921.3,2.0,0.0,0.0,2,2.194186,41.125328,0.0,0.0,0.0,0.0,1.031146,47.175,0.33333334,0.0,40.5705,0.0,1.0,3,0
1,0.0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,1,19.4,1363.25,0.0,1.0,0.0,3,0.26944444,66.82598,0.0,0.0,0.0,0.0,0.9203388,19.4,0.0,1.0,13.968,0.0,1.0,1,0
1,0.0,1,0,55.0,1,2,1,2,2,0,0,2,0,0,2,96.75,5238.9,3.0,0.0,0.0,2,1.7590909,53.594887,0.0,1.0,0.0,0.0,1.0573756,32.25,0.5,3.0,53.2125,3.0,1.0,3,1
